codigo,codbarras,descrip1art
8906159253873,8906159253873,LOPRAMELOL PLUS 50MG -12.5MG X30 TABL CA
8906159254641,8906159254641,WELVIR ACICLOVIR  X5GR CREMA HB
8906159254665,8906159254665,VELDOPA/LEVODOPA/CARBIDOPA X30TABL HB
8906159254696,8906159254696,DICLAX /DICLOFENAC 100MG X 10 CAP HB
8906159254740,8906159254740,CLARIMIN/CLARITROMICINA 250MG X100ML HM
8906166760210,8906166760210,VALPROBIT/AC VALPROICO 250MG/5ML JARABE
8906171160227,8906171160227,CLINDAMICINA 300MG X10CAP MEDPHARMA
NULL,8906175450027,TAMSULOSINA/DUTASTERIDE 0.4MG/0.5 x30 CA
8906188190217,8906188190217,CLEANMED/CLINDAMICINA GEL X 15GR FARMA
8906188190583,8906188190583,ROICLOVI/ACICLOVIR UNGUENTO X15GR
NULL,8907601021415,MINOXIL 5 SOL TOPICA SPRAY BHIO-MED
8908000942301,8908000942301,SALBUQUIT SALBUTAMOL SOL 15ML 2N
8908000942455,8908000942455,BUDEQUIT BUDESONIDA 1MG/ML X 10 ML 2N
8908007037352,8908007037352,BETAHISTINA 160MG X10 TABL GEAGAR
8908007037383,8908007037383,LAMOTRIGINA 100MG X10 TABL GEAGAR
8908010870274,8908010870274,BROMURO DE IPATROPIO 9MCG/200DOSIS KMPLU
8908010870298,8908010870298,SALMETEROL/FLUTICASONA X120 DOSIS KMPLUS
8906082151185,8908020242214,QUETIAPINA 100 MG X10 TABL FARMAMED
8908020242269,8908020242269,AZITROMICINA 200MG/5ML SUSP 15ML FARMAME
8908020242283,8908020242283,BETAHISTINA 16 MG X20 TABL FARMAMED
8908020242306,8908020242306,MELOXICAM 15MG X10 TAB FARMAMED
NULL,8908020242528,HALOPERIDOL 2MG X20TAB FARMAMED
8908020242542,8908020242542,RISPERIDONA 2MGX20 TABL FARMAMED
8908020242597,8908020242597,CINARIZINA 25MG X 20 DROTAFARMA
8908020242603,8908020242603,CINARIZINA 75MG X20 CAPS DROTAFARMA
NULL,8908020242641,TAMSULO0.4MG DUTASTE 0.5MG X10TAB DETALL
8908020242672,8908020242672,ACIDO VALPROICO 250MG/5ML DROTAFARMA
8908020242757,8908020242757,ATORVASTATINA 40MG X30 TABL FARMAMED
8908020242764,8908020242764,ATORVASTATINA 20MG X 30 TAB FARMAMED
8908020242771,8908020242771,BISOPROLOL 10MG X 30 TAB FARMAMED
NULL,8908020242788,CARBAMAZEPINA 200 MG X 20 TABL FARMAMED
8908020242801,8908020242801,CLINDAMICINA 300MG X10 TABL FARMAMED
8908020242825,8908020242825,DOXICICLINA 100MG X10 TABL FARMAMED
8908020242832,8908020242832,ESOMEPRAZOL 40MGX10- LAB.FARMAMED
8908020242849,8908020242849,FLAVOXATO 200MG X10 TABL  FARMAMED
8908020242856,8908020242856,IBUPROFE-TIOCOL 600MG-4MG X 10 TAB FARMA
8908020242870,8908020242870,ITRACONAZOL 100MG X 10 CAPSULAS FARMAMED
8908020242887,8908020242887,KETOROLAC 20MG X 10 TAB FARMAMED
8908020242900,8908020242900,METRONIDAZOL500MG X10 TABL FARMAMED
8908020242917,8908020242917,PREGABALINA 75MG X 30 TAB FARMAMED
NULL,8908020242924,SECNIDAZOL 500MGX 4 TABL FARMAMED
NULL,8908020242931,TIOCOLCHICOSIDO 4MG X 10 TAB  FARMAMED
8908020242948,8908020242948,CEFIXIMA 400MG X10 TABL FARMAMED
NULL,9604056831499,FITOMENADIONA AMPOLLA X 1 - 10 MG IIM/IV
NULL,AMP_COMPLE_B,COMPLEJO B (DETALLADO) AMP I.V/I.M
NULL,AMP_DEXAME_4MG,DEXAMETAXONA 4      MG /1ML AMP I.V/I.
NULL,AMP_NEOSTI_05,NEOSTIGIMINA AMP 0.5      MG /ML 
NULL,AMP_VITAB1,VITAMINA B1 50MG/2ML TIAMINA AMP I.V/I.M
NULL,B1325,VITAMINA B COMPLE X 10 TAB BRIXMEDIC
NULL,BLI-TACHIF1G,TACHIFORTE 1 G X 5TAB DETALLADO
NULL,BLI_ALKASE,Alka Seltzer
NULL,BLI_ANTIAC,ULTRA ANTIFLAT MAGALD 800MG SIMETI40G AR
NULL,BLI_BISOPR_5MG,BISOPROLOL FUMARATO 5 MG X 10 TAB SAGA
NULL,BLI_CEFADR,CEFADOXILO 500 MG X 10
NULL,BLI_CEFALE,CEFALEXINA 500MG X 10 TAB AG MEDICAMENTO
NULL,BLI_CEFIXI_400M,CEFIXIMA 400MG X 10 TAB BRIXMEDIC
NULL,BLI_CETIRI_10MG,CETIRIZINA 10 MG X 10 TAB PROVE PHARMA
NULL,BLI_CLINDA,CLINDAMICINA 300MG X 10 TAB
NULL,BLI_CLOPID_75,CLOPIDOGREL 75 MG X 10 TAB
NULL,BLI_CLOTRI_100,CLOTRIMAZOL 100 MG X 5 OVUL VAG ARTE MED
NULL,BLI_COMPLE,COMPLEJO B X 10 TAB LAPROFF
NULL,BLI_DEFLAZ_6,DELFAZACORT 6MG X 10 TAB
NULL,BLI_DESLOR_10MG,DESLORATADINA 10MG X 10 TAB PROVE PHARMA
NULL,BLI_DICLOF,DICLOFENAC SODICO 50 MG 10X 10 TAB HB
NULL,BLI_DIISFL,DIISFLOR SACCHAROMYCES BOULARDIL 5 BILLO
NULL,BLI_DOXICI,DOXICICLINA 100MG X 10 TAB
NULL,BLI_DUROVAL,DUROVAL 50 MG X 1 TAB
NULL,BLI_ENALAP_10,ENALAPRIL 10 MG X 10
NULL,BLI_ENALAP_20MG,ENALAPRIL 20MG X 10 TAB BRIXMEDIC
NULL,BLI_ENALAP_5MG,ENALAPRIL 5 MG X 10 TAB
NULL,BLI_ENTERO,ENTEROGERMIX
NULL,BLI_EQUALI,EQUALIV X10 TAB  SIEGFRIED
NULL,BLI_ESOMEP_40,ESOMEPRAZOL 40 MG X 10
NULL,BLI_ESPIRO_25,ESPIRONOLACTONA 25MG X 10 TAB LAPROFF
NULL,BLI_FERROS,SULFATO FERROSO 300MG X 10 TAB
NULL,BLI_FINALG,FIN/AL/GRIP SOBRE DE NOCHE X1 DROTAFARMA
NULL,BLI_FLUCON_150,FLUCONAZOL 150 MG X 10
NULL,BLI_FUMFER,FUMARATO FERROSO 300MG X 10 TAB
NULL,BLI_GEMFIB_600M,GEMFIBROZILO 600MG X 10 TAB COASPHARMA
NULL,BLI_GLIBEN_5,GLIBECLAMIDA 5 MG X 10
NULL,BLI_GLIPER_4,GLIMEPIRIDE 4MG X 10 TAB
NULL,BLI_GRIPAL,GRIPALCE X 10 TAB
NULL,BLI_HIDROC_12.5,HIDROCLOROTIAZIDA 12.5MG X 10 TAB BRIXME
NULL,BLI_HIDROC_25MG,HIDROCLOROTIAZIDA 25 MG X 10 TAB BRIXMED
NULL,BLI_HIOSCI,BUTIBROMURO DE HIOSCINA 10 MGX 10
NULL,BLI_HIOSCI_10MG,HIOSCINA BUTILBROMURO 10MG X 10 CAP
NULL,BLI_IBUPRO_400,IBUPROFENO 400 MG X 10
NULL,BLI_IBUPRO_600,IBUPROFENO 600 MG X 10 TAB
NULL,BLI_IBUPRO_800M,IBUPROFENO 800MG X 10 TAB LAPROFF
NULL,BLI_IBUTIO_600,IBUPRO / TIOCOLCHI TAB 600MG-4MG X 10
NULL,BLI_LOPERA_2,LOPERAMIDA 2 MG X 10
NULL,BLI_LOSART_100,LOSARTAN POTASICO 100MG X 10 TAB LAPROFF
NULL,BLI_LOSART_50,LOSARTAN POTASICO 50 MG X 10
NULL,BLI_MAREOF,MARE-OFF 50MG X 4TAB COASPHARMA
NULL,BLI_MEMANT,MEMANTINA 10 MG X 10 TAB
NULL,BLI_METFOR_500,METFORMINA 500 MG X 10 TAB PROVE PHARMA
NULL,BLI_METRON_500,METRONIDAZOL 500 MG X 10
NULL,BLI_MILAX_,MILAX POLVO SOLUC ORAL  (SOBRES)
NULL,BLI_MONTEL_10,MONTELUKAS  10MG X 10 TAB
NULL,BLI_MONTEL_5,MONTELUKAST TAB 5 MG X 10
NULL,BLI_NAPROX,NAPROXENO 500MG X 10 TAB
NULL,BLI_NIFEDI_20MG,NIFEDIPINO 20MG X 10 TBL BRIXMEDIC
NULL,BLI_NIFEDI_30,NIFEDIPINA 30      MG X 10 TAB 
NULL,BLI_NIPE,NIPE PLUS DETALLADO X12GR
NULL,BLI_NITROF_100,NITROFURANTOINA 100 MG X 10 CAP
NULL,BLI_NITROF_50,NITROFURANTOINA 50MG X10 TAB
NULL,BLI_OMEPRA_20,OMEPRAZOL TAB 20 MG X 10
NULL,BLI_OMEPRA_40MG,OMEPRAZOL 40MG X 10 TAB
NULL,BLI_PANTOP_40,PANTOPRAZOL 40MG X 10 TAB
NULL,BLI_PARACE_500M,PARACETAMOL 500MG X 10 TAB LAND
NULL,BLI_PENTOX_400,PENTOXIFILINA 400 MG BRIXMEDIC
NULL,BLI_PREGAB_150,PREGABALINA 150MG X 10 CAPS
NULL,BLI_PREGAB_75MG,PREGABALINA 75 MG X 10 CAP BRIXMEDIC
NULL,BLI_RANITI_300,RANITIDINA 300 MG X 10
NULL,BLI_RISPER_2MG,RISPERIDONA 2 MG X 10 TAB
NULL,BLI_ROSUVA_20MG,ROSUVASTATINA 20 MG X 10 TAB
NULL,BLI_SALBUT_INH,SALBUTAMOL 2.5 SOL P/INHALAR  ALFA
NULL,BLI_SILDEN_50,SILDENAFIL 50MG X 2 TAB
NULL,BLI_SILDEN_50_1,SILDENAFIL 50MG X 1 TAB
NULL,BLI_SIMETI,SIMETICONA 125MG X 10 CAP
NULL,BLI_SUERO,SUERO HIDRATANTE ANTE MEDICO
NULL,BLI_TADALA_20MG,TADALAFILO 20 MG X 4 TAB PROVE PHARMA
NULL,BLI_TAMSU_400,TAMSULOSINA 400 MG X 10
NULL,BLI_TAMSUL_04,TAMSULONINA 0.4MG X 10 CAP
NULL,BLI_TETRAC_500,TETRACICLINA 500MG X30 CAP ALFA
NULL,BLI_TORSIL,TORSILAX BLISTER X 10 COMP
NULL,BLI_TRISUL_160,TRIMETOPRIN/SULFAME 160/800MG X 10
NULL,BLI_VALPRO_500,ACIDO VALPROICO TAB 500 MG X10
NULL,BLI_VITAFER_10M,VITAFER 10ML
NULL,BLI_VITAMI-D3,VITAMINA D3 2000 UI X 10 CAP
NULL,BLI_VITAMI_A,VITAMINA A 50.000U.I X 10 CAPS SAAD
NULL,BLI_VITAMI_C,VITAMINA C MASTICA 500MG X10TAB FAHD
NULL,BLI_VITAMI_D31,VITAMINA D3 1000 X 10 CAPS COLMED
NULL,BLI_VITAMI_E400,VITAMINA E 400 UI X 10 CAP BRIXMEDIC
NULL,BLIHESPER50,DIOSMINA450MG+ESPERIDINA50MG,M
NULL,C1456,CARBAMAZEPINA 200MG X 10 TAB ARTE MEDICO
NULL,DICLO0007,DICLOFENAC SODICO 75MG/3ML AMP BRIXMEDIC
NULL,G69874,GASTRO FULL (SACHETS) 10ML
NULL,KE21189,CARBAMAZEPINA 200 MG X 10 TAB BRIXMEDIC
NULL,KE22303,TAMSULONINA 0.4MG X 10 TA CAP BRIXMEDIC
NULL,KE23147,LOSARTAN 50MG/HIDROC12.5MG X 10 TAB BRIX
NULL,KEE21134,HIDROCLOROTIAZIDA 25 MGX 10 TAB BRIXMEDI
NULL,LA2201,LIDOCAINA 2% (CARTUCHO DENTAL) AMP
NULL,M8456,MELOXICAN 15 MG PROVE PHARMA
NULL,N17711,VITAMINA K AMP LIV-VIT
NULL,SAC_ALBEND_4,ALBENDAZOL 4% COASPHARMA
SOBRE,SOBRE,ACETILCISTEINA 600MG X 3G
NULL,TRA81906,ACIDO TRANEXAMICO 500MG X 10 TAB JMW
NULL,TRIXATE,METOTREXATO 2.5 MG GP PHARMA
NULL,VITA2586,VITAFER  20 ML

(1707 rows affected)
