codigo,codbarras,descrip1art
7591651002022,7591651002022,EMPAGLU 25 MG ZUOZ X30 TAB
7591651722302,7591651722302,ORALZINC SOBRE MANDARINA X 1
7591651722937,7591651722937,REFLUXYL SUS ORAL X 120ML
7591651896805,7591651896805,BRODILIN JBE PED X 120 ML
7591756150248,7591756150248,AGUA OXIGENA EL GUARDIAN 1000 ML
7591808000086,7591808000086,CALAMINOL GEL FRESH TRANSP X75GR
7591808000123,7591808000123,CALAMINOL HIDRALIV 88ML
7591808525077,7591808525077,CALAMINOL PICALIV X 16GR
7591818000106,7591818000106,CLORACI VITAMINA C 1000MGX30TAB COFASA
7591818000120,7591818000120,COFADORYN DICLOF POTASIC 50MG X 10 TAB
7591818000144,7591818000144,DUROCOF TADALAFILO 5MG X 30 TAB
7591818000182,7591818000182,CLORACI PLUS 1000MG/10MG TAB COFASA
7591818000205,7591818000205,KATIVIL SOL SIN AZUCAR 90 ML
7591818000236,7591818000236,MIOVIT JARB- SIN AZUCAR 180ML
7591818000274,7591818000274,EUSILEN DUAL IBUPRO 600+TIOCOL 4MG X 10
NULL,7591818000281,ZIMC 25 MG X 30 COFASA
7591818000335,7591818000335,COMPLEJO B GENERICO COFASA 1 AMP
7591818000380,7591818000380,KATIVIL 1G/10ML X 240ML COFASA
7591818000472,7591818000472,ATORVACOF 40MG X30 TABL COFASA
7591818000762,7591818000762,COFASURE VALSARTAN 160 X 30TAB COFASA
7591818111017,7591818111017,AIRFEN GTA AD X 15 ML
7591818111031,7591818111031,BREXIN GTA X 15 ML
7591818111055,7591818111055,PINVEX SOL X 10 ML
7591818113066,7591818113066,EUSILEN AMPS 4        MG X 2 + 2 COM/A
NULL,7591818116104, CELAY TAB 10      MG X 10 
7591818132029,7591818132029,BROMEXINA JBE X 100 ML      COFASA
7591818132074,7591818132074,ACETAMINOFEN JBE S/ALC X120ML COFA
7591818210321,7591818210321,AEROFLAT CAPB 125      MG X 30
NULL,7591818210406,AEROFLAT GTA 80MG/ML X 20 ML
7591818213124,7591818213124,PIRITINOL DIHIDRA MONOHIFR 100MG X 20TA
7591818215050,7591818215050,CELAY SOL 5      MG /5ML X 100 ML
7591818219324,7591818219324,DUROCOF 20 MG X 2TAB COFASA
7591818251386,7591818251386,MIOVIT X 60 TAB COFASA
7591818715628,7591818715628,MIOVIT SOL INY IM X6
7591818716694,7591818716694,KATIVIL LIBRE DE AZUCAR 120 ML
NULL,7591818716724,CLORACE GOTAS 80MG/0,5MG 30ML
7591818716786,7591818716786,COFADOR DORZOLOMINA+TIMOLOL SOLU OFT COF
7591818716793,7591818716793,LATACOF LATANAPROST 0.005% SOL OFT COFAS
7591818716809,7591818716809,LATACOF/DUO OFT X2.5ML COFASA
7591818716861,7591818716861,LAGRITOFX15 ML SOLU COFASA
7591818716878,7591818716878,COFASTANE 15ML OFTALMICA
7591818716885,7591818716885,COFATODEX TOBRAMIC+ TOBRAMICIN 5ML
7591821102026,7591821102026,KIDCAL SUS 300      MG TUTTI FRUTI
7591821102071,7591821102071,CALCIBON NATAL FORTE
NULL,7591821102095,ANTILAX TAB 2 MG X 10
7591821210059,7591821210059,MAGALEX  30 CAPSULAS
NULL,7591821210134,NOTOLAC TAB SUBLINGUAL 30mg x4
7591821210486,7591821210486,BRASARTAN 80MG X30CAP FARMA
NULL,7591821210509, CRISOMET 50 MG 500 MG X 30 TAB 
NULL,7591821210523,CRISOMET 50MG-850MG X30TAB FARMA
7591821210592,7591821210592,BRASARTAN80MG/12.5X30TAB FARMA
7591821210615,7591821210615,BRASARTAN CTDN 80       MG -12,5
7591821210639,7591821210639,FARMA D3 2000 UI X 30
7591821210837,7591821210837,FARMA D 5000 UI - VIT D X 10 TAB
NULL,7591821210851,NEBLUM 50MG X 30TAB FARMA
7591821210882,7591821210882,BRASARTAN 160MG/12.5MG X 30 TAB FARMA
7591821210899,7591821210899,TERAGRI FORTE NOC X 4TAB
7591821210905,7591821210905,CALCIBON D 1500MG X30TABL FARMA
7591821802186,7591821802186,TERAGRIP SUPRA 650      MG X 10
NULL,7591821802735,CLIMASOY 30 CAP X 100MG
7591821900257,7591821900257,CORAZEM TAB 60      MG X 20
7591821901858,7591821901858,MACRODANTINA TAB 50      MG X 30
7591821901995,7591821901995,VALPRON 500MG X 60 TAB FARMA
NULL,7591821902022,NOTOLAC TAB 20 MG X 10
7591821903326,7591821903326,BONAMES TABR 150      MG
NULL,7591821903791,CLORTADILONA 12,5MG X 10
7591821904002,7591821904002,LIPACOMB TAB 10      MG - 20      MG X
7591821904316,7591821904316,FITEX TAB 5      MG X 30
7591821904323,7591821904323,FITEX TAB 5      MG X 10
7591844000583,7591844000583,ADEMINA KIDS CRM ANTIPAÃ‘ALITIS 60G
7591940000142,7591940000142,BUDESONIDA 200MCG X200 DOSIS BELMARCA
7591955000755,7591955000755,TIALIN COMPDO 50      MG X 10
7591955000915,7591955000915,ANASMOL COMPDO 5      MG X 10
7591955000953,7591955000953,LEPTAZINE COMPDO 5      MG X 30 
7591955000977,7591955000977,LEPTAZINE COMPDO 10      MG X 24
NULL,7591955000991,BUMELEX COMPDO 1 MG X 16
7591955001257,7591955001257,FERGANIC TAB X 24
7591955001462,7591955001462,PROSOLVIT GTA X 15 ML
7591955002469,7591955002469,GLIDAN TAB 80      MG X 20
7591955002995,7591955002995,VIT B12 1000MCG X 3 AMP KLINOS
7591955558270,7591955558270,NEFROTAL H COMPDO 50      MG /12,5 X 1
7591955558331,7591955558331,FLUCON 200MG FLUCONAZOL 200MG X4 CAP ROW
7591956110217,7591956110217,AGUA OXIGENADA EL GUARDIAN  X 120 CC
7591956110224,7591956110224,AGUA OXIGENADA EL GUARDIAN   240ML
7591956110231,7591956110231,AGUA OXIGENADA DE 500ML
7591956110248,7591956110248,AGUA OXIGENA EL GUARDIAN  X 1000 CC
7591970321,7591970321,RESTAURAFLOR 10ML SUSP
7592040000113,7592040000113,ALCOHOL EL GUARDIAN 1000ML
7592044000083,7592044000083,ALCOHOL GUARDIAN 120ML
7592044000090,7592044000090,ALCOHOL GUARDIAN 240ML
7592044000106,7592044000106,ALCOHOL GUARDIAN 500ML
7592044000113,7592044000113,ALCOHOL GUARDIAN 1000ML
7592044002407,7592044002407,GEL ANTIBACTERIAL X60ML EL GUARDIAN
7592044002643,7592044002643,ALCOHOL ATOMIZADOL X  120ML EL GUARDIAN
7592044002681,7592044002681,AGUA OXIGENADA X120ML SPRAY EL GUARDIAN
7592074000077,7592074000077,LAMEDOR SIMPLE JBE X 120 ML BIONECTAR
7592074000237,7592074000237,CITRATO DE POTASIO 500MG X60 CAPS
7592074000411,7592074000411,ACEITE DE ALMENDRAS X 30 ML BIONECTAR
7592074000497,7592074000497,ACEITE DE COCO X 30ML BIONECTAR
7592074000558,7592074000558,ACEITE DE RECINO 30 ML
7592074002682,7592074002682,CASCARA SAGRADA 450      MG X 60 BIONE
7592074002712,7592074002712,GINKGO  BILOBA X60 CAPS  BIONECTAR
7592074002767,7592074002767,CASTAÑO DE INDIAS BIONECTAR
7592074002811,7592074002811,GINKGO+LOCHITA X60CAPS BIONECTAR
7592074003030,7592074003030,CITRATO DE POTASIO 500MG X 60 CAP BIONEC
7592074003085,7592074003085,CENTELLA ASIATICA LAB BIONECTAR 400MGX60
7592074003443,7592074003443,LECHE DE MAGNESIA 120ML BIONECTAR
NULL,7592074003535,ÑAME SALVAJE X 60 CAP BIONECTAR
7592074003559,7592074003559,CENTELLA ASIATICA BIONECTAR
NULL,7592074003771,ZINC 25 MG X 60 CAPS BIONECTAR
NULL,7592074003795,LEVADURA DE CERVEZA 300MGX60CAP BIONECTA
7592074004457,7592074004457,JARABE DE VALERIANA BIONECTAR 120 ML
NULL,7592074004587,MACA 400 MG X60 CAP BIONECTAR
7592074004891,7592074004891,CITRATO DE POTASIO SOLUCION AL 10%
7592090001362,7592090001362,BRUCETIN KIDS X50GR  BRUPHARM
788792009912,7592107521,ENTEROLAC X 15 ML
7592141000016,7592141000016,ACIDO BORICO X 20 GR X 50F.CHEMICA
7592141000313,7592141000313,BICARBONATO DE SODIO X25GR X 50F.C
7592229003229,7592229003229,UROCIT TAB LP 10      MG X 100
NULL,7592253001635,OMEGA 3-6-9 1000MGX60 CAP LONGEVIT HEALT
7592253003066,7592253003066,CLORURO DE SODIO 500ML 0.9
NULL,7592307001437,VENASPLANT CAP X30 JERICO
7592348211031,7592348211031,ACICLOVIR 200MG X 10 TAB  POLINAC
7592348413824,7592348413824,MADECASSOL UNG 1% X 10 G
NULL,7592349001068,ANTIFON FORTE 160MG
7592349001549,7592349001549,PREVERAL JBE 120 ML
7592349001693,7592349001693,NIOSILIN UNG X 20G  VARGAS
7592349001808,7592349001808,LUMBAX 200MG X10 TABL VARGAS
7592349001822,7592349001822,ANTIFON 125MG X10TABL/MASTICABLE VARGAS
7592349001877,7592349001877,REFLUXYL SUSP ORAL 240 ML VARGAS
7592349001891,7592349001891,VALSARTAN/HIDROCLOROTIAZIDA 160MG/12.5 G
NULL,7592349001921,IBUPROFENO600MG-4MG TIOCOL 10 COMP
7592349002188,7592349002188,LOSARTAN POTASICO 100MG X30 COMP GC
7592349002225,7592349002225,ATROVERAN PLUS 10MG/500MGX10 COMP
7592349002522,7592349002522,ATROVERAN COMPOSITUM X 10 COMP VARGAS
7592349003000,7592349003000,DIOSMINA 600MG X30 COMP GENERICO CALIDAD
NULL,7592349003338,ATROVERAN FEM X10 COMPRIMIDOS VARGAS
NULL,7592349003352,LOSARTAN/HIDROCLORTIAZIDA 100/12.5 G.C
7592349722864,7592349722864,PREVERAL JBE C/DEXTRO REFORMULADO X
7592349722932,7592349722932,REFLUXYL SUSP ORAL X 120 ML VARGAS
7592349722949,7592349722949,KETAZOL CHAMPU X 60 ML
7592349723489,7592349723489,PROMEDINA JBE X 120 ML
7592349723557,7592349723557,BIPROLIL 5      MG X15 TAB
NULL,7592349723571,LOPERAM 2MG 10 TAB
7592349723618,7592349723618,BIPROLIL 2,5 X 15 COMP
7592349723762,7592349723762,FEMIZOL /METRONIDAZOL/750MG/200MG VARGAS
7592349911244,7592349911244,ANDANTOL JALEA X 20 GR
7592349947557,7592349947557,COLLOMACK GTA X 10 ML
7592349953152,7592349953152,MERTHIOLATE SOL TINTURA ROJA X60ML
7592368003128,7592368003128,CITRATO DE POTASIO FRESA 10% 950ML
7592368003326,7592368003326,CLORURO DE MAGNESIO TARRO 33.3GR FSI
7592368003449,7592368003449,CITRATO DE POTASIO AL 10% S/A 240ML
7592368003456,7592368003456,CITRATO DE POTASIO 10% 240ML
7592430000147,7592430000147,ÑAME SALVAJE X60 CAP NATURAL PREMIUM
7592430000185,7592430000185,CENTELLA ASIATICA X60 CAP NATURAL PREMIU
7592430000192,7592430000192,ZABILA 300MG X60 CAP NATURAL PREMIUM
7592430000215,7592430000215,COLA DE CABALLO X60 CP NATURAL PREMIUM
NULL,7592430000505,EPIVITAL CAP X15 JERICO
7592430000734,7592430000734,UVAVITAL X30 CAP COSMELAB
7592430000840,7592430000840,MELATONINA 3MG X 30 CAP NATURAL PREMIO
7592430002639,7592430002639,CITRATO DE MAGNESIO 500MG X60 CAP PREMIU
7592430002646,7592430002646,ACEITE DE OREGANO GOTAS X30ML PREMIUM
NULL,7592432002576,BIPRIN CAP BLDA 300 MG X 10
7592432005508,7592432005508,CUTICLIN TAB BLANDAS 10      MG X 30
7592432005515,7592432005515,CUTICLIN CAPS BLANDA 20      MG X 30
7592432006123,7592432006123,METROVAX TAB BLDA 500        MG X 15 V
7592432007427,7592432007427,MELOVAX TAB BLDA 15      MG X 10
7592432009728,7592432009728,CARVIX TAB BLANDAS X 30
7592432010335,7592432010335,ALIVAX FORTE CAPB 650      MG X10
NULL,7592432011523,ILANA OVU 600 MG X 1
7592454000789,7592454000789,ANALPER NAX TAB 250      MG X 10
7592454000796,7592454000796,ANALPER PLUS TAB 500      MG X 10
7592454001106,7592454001106,ATENOLOL TAB 100      MG X 30 ELTER MO
NULL,7592454001243, ACETAMINOFEN TAB 650      MG X 10 ELTE
NULL,7592454001311,DESLORATADINA TAB 5 MG X 10 ELTER
7592454001625,7592454001625,MOXIFLOXACINA 400 MG X 7TAB LA SANTE
7592454001779,7592454001779,TIOCOLFEN TABR 600        MG /4
7592454002110,7592454002110,BROXOL TOS AD JBE X 120 ML
7592454002127,7592454002127,BROXOL TOS PED JBE X 120 ML
NULL,7592454002400,BETAHISTINA TAB 16MG X 20 ELTER
NULL,7592454002554,IRBESARTAN TAB 150MG X 30 ELTER
NULL,7592454002639,DICLOF POT ELTER COMP 50MG X 10
7592454002769,7592454002769,DESLER M 5      MG -10      MG X 30 TA
7592454002929,7592454002929,FLUDIL 10MG  X 40 TAB PHARMETIQUE
7592454003025,7592454003025,LEVOCETIRIZINA TABR 5        MG X 10 E
NULL,7592454003278,OLMESARTAN MEDOXOMIL 40MG X 30TAB LA SAN
7592454003285,7592454003285,OLMESARTAN MEDOXOMIL 20MG X 30 TAB
NULL,7592454003292,VALSARTAN HCT 80MG/12.5 MG X30 LA SANTE
7592454003322,7592454003322,VALSARTAN-HIDRO 160-12.5MG LA SANTE
NULL,7592454003346,ATORVASTATINA 40MG X30 LA SANTE
7592454003360,7592454003360,CANDERSARTAN 8 MG X 10 TAB LA SANTE
7592454003421,7592454003421,IBUPROFENO 200 MG X 5 TAB LA SANTE BLIS
NULL,7592454003520,NIFEDIPINA 10MG X 14 CAP LA SANTE
7592454003544,7592454003544,EZETIMIBA-SIMVASTATINA 10-20MG LA SANTE
7592454003568,7592454003568,OLMETIQUE 20MG X30TAB
7592454003582,7592454003582,AMSARTIQUE 80/5MG X30 PHARMETIQUE
7592454003599,7592454003599,AMSARTIQUE 160/10 MGX30 TABL PHARMETIQUE
7592454003612,7592454003612,VITAMINA C NARANJA 500 MG LA SANTE BLIST
7592454003667,7592454003667,TIOCOLCHICOSIDO 4MG X10 TABL LA SANTE
7592454003704,7592454003704,CLOTRI/NEO/DEXAMET X20GR LA SANTE
7592454003711,7592454003711,FLUOXETINA 20MG X 14 CAP LA SANTE
7592454003773,7592454003773,OLMESARTAN 40/12.5 X30TABL LA SANTE
NULL,7592454003797,VALSARTAN /AMOLODIPINA 80MG/5MG X30 TABL
7592454003995,7592454003995,IBUMAX IBUPROFENO 100GR /5ML X60ML SUSP
7592454004053,7592454004053,TALYSTOR 5MG X 10 TAB
7592454004060,7592454004060,TALYSTOR 5MG X 30 TAB
7592454004077,7592454004077,TALYSTO 20MGX 1 TADAFILO PHARMETIQUE
7592454004138,7592454004138,CAPTOPRIL 50MG X 30 TAB LA SANTE
7592454004282,7592454004282,PULMOLIX LABS X10 SOBRE 600MG PHARMATIQU
7592454004411,7592454004411,DICLOFENACO POTASICO 2ML/ML X120 ML
7592454120203,7592454120203,AMBROXOL JBE PED.15        MG /120 ML
NULL,7592454120302,AMBROXOL JBE AD 30MG X 120 ML ELT
7592454120371,7592454120371,ALBENDAZOL TAB 200      MG X 6  ELTER
NULL,7592454120852,AZITROMICINA 500MGX3TAB LA SANTE
NULL,7592454138185,CETIRIZINA TAB 10 MG X 10    ELTER
7592454146807,7592454146807,GENTAMICINA CRM 1% X 15 G ELTER
7592454153300,7592454153300,LORATADINA TAB 10      MG X 10  ELTER
7592454162005,7592454162005,MELOXICAM TAB 7,5      MG X 10 ELTER
NULL,7592454162050,MELOXICAM TAB 15 MG X 10  ELTER
7592454173971,7592454173971,SILDENAFIL TAB 50      MG X 1  ELTER
7592454886994,7592454886994,AMLODIPINA TAB 10      MG X 10 ELTER
NULL,7592454889094,BROXOL FLEM GTS PED 50mg x30ml
7592454889216,7592454889216,DICIGEL SUSP X 240 ML
7592454889315,7592454889315,ESOZ TAB 40      MG X28
7592454889568,7592454889568,AMLODIPINA TAB 10      MG X 30 ELTER
NULL,7592454889575,AMLODIPINA TAB 5 MG X 30 ELTER
7592454889605,7592454889605,LORATADINA TAB 10      MG X 20 ELTER
7592454889650,7592454889650,ATORVASTATINA 20      MG LA SANTE X 30
7592454889667,7592454889667,MOMEQ MOMETASONA CREMA X15GR
7592454889780,7592454889780,VALSARTAN 80 MG X30TAB LA SANTE
NULL,7592454889841,LOSARTAN POTASICO TABR 50 MG X30
7592454889902,7592454889902,CANDESARTAN CILEXETILO16X30 SANTE
7592454889919,7592454889919,CANDESARTAN 8MG X30 TAB LA SANTE
7592454889995,7592454889995,LEVOSUPIRIDE 25      MG X 30 TAB
7592454891165,7592454891165,LOSARTAN POT COM 100      MG X 10 ELTE
7592454891189,7592454891189,CANDESARTAN TAB 16      MG X 10
7592454891295,7592454891295,MONTELUKAST TABR 10      MG X 10
NULL,7592454891325,DESLER TAB 5 MG X 10
7592454891349,7592454891349,BUCOXOLGAR SOL TOP MENTA FRESCA 120ML
7592520000019,7592520000019,JENGIMIEL JBE AD X 120 ML
7592520000026,7592520000026,JENGIMIEL JBE PED X 120 ML
7592520000033,7592520000033,JENGIMIEL JBE SABILA X 120 ML
7592601000068,7592601000068,NOXPIRIN JBE PED 120ML
7592601000280,7592601000280,DESLORATADINA 5MG X10 TABL MEYER
7592601000327,7592601000327,BUTAL BETAHISTINA 8 MG X 20 TAB MEYER
7592601000389,7592601000389,BUTAL BETAHISTINA 16 MG X20 TABL
NULL,7592601000501,VECTUS  20MG TAB X 2  TADALAFILO
NULL,7592601000518,VECTUS TADALAFILO 5MG X 10 TAB SIEGFRIED
7592601001188,7592601001188,IBUTANCOL TAB 600      MG -4      MG X
NULL,7592601001195,IBUTANCOL TAB 600MG-4MG X 20
7592601100201,7592601100201,BENDAMEN SUSP X 30 ML
7592601100249,7592601100249,CAMPAL GRAG X 20
7592601100331,7592601100331,DOCE PLEX ELIXIR X 120 ML
7592601100447,7592601100447,IMAZOL SPRAY AL 1% X 25 ML
7592601100485,7592601100485,IMAZOL OVUL VAG 100      MG X 6
7592601100638,7592601100638,ARBIXIL JBE PED X 120 ML
7592601100645,7592601100645,ALANTAMIDA PDA X 20 GR
7592601100706,7592601100706,CETRAL SOL GTA 10      MG X 10 ML
7592601100737,7592601100737,IMAZOL OVUL VAG 500      MG X 1
7592601100874,7592601100874,BENZODIAZOL TAB X TUTTI FRUTI X16
7592601100928,7592601100928,CETRAL SOL ORAL 5      MG /5ML X 60 ML
7592601101055,7592601101055,IMAZOL DUAL OVUL 500       MG X1 + CRM
NULL,7592601101062,IMAZOL DUAL OVUL 100 MG X 6 +CRM VA
7592601101147,7592601101147,CETRAL D SOL ORAL 5        MG /5ML X 6
7592601200208,7592601200208,IBUTAN TAB 400      MG X 10
NULL,7592601201021,ALSART CAP 80 MG X 10
7592601300014,7592601300014,ACIDO FOLICO TAB 5      MG X 20 DALIOL
7592601300021,7592601300021,ACIDO FOLIC TAB 10      MG X 20
7592601300953,7592601300953,FUROSEMIDA TAB 20      MG X 12  DALIOL 
7592601301592,7592601301592,HEPAFOL JAR X 120ML
7592601301707,7592601301707,CORBIS 2,5 X 30 COMP
7592601301813,7592601301813,PERTEN SOL 30ML SPRAY
NULL,7592601301837,PERTEN TERBINAFINA 250 MG X 20 MG SIEFRE
7592601303138,7592601303138,PASOLAX 100GR
7592601303176,7592601303176,APLACAL 750MG X10 TABL MAST SABOR BANANA
NULL,7592601303206,ACIDO FOLICO TAB 10 MG X 10 DALIOL
7592601303220,7592601303220,NOXPIRIN GRIP X12 TABL SIEGRED
7592601303558,7592601303558,CAMPAL CREMA 50GR
7592601303572,7592601303572,FUROSEMIDA 40MG X 12 TAB MEYER
NULL,7592601303626,BIOCOL VALSARTAN 160MG-12.5MGX14 TAB MEY
7592601303916,7592601303916,MITAR MOMETASONA 50 MCG SOL X 120 MEYER
NULL,7592616013039,AMLODIPINA TAB 5 MG X 30 KIMICEG
7592616021010,7592616021010,BACITRACINA UNG X 15 GR  KIMICEG
7592616030012,7592616030012,BALSADER PDA X 30 GR
7592616110011,7592616110011,CLOTRIMAZOL CREM 1% X 20 GR KIMICE
7592616110028,7592616110028,CLOTRIMAZOL CREM 1% X 50 GR KIMICE
7592616165028,7592616165028,DICLOFENACO POTAS TAB 50      MG X20 K
NULL,7592616192024,ENALAPRIL 20 MG TAB
NULL,7592616200026,FLUCONAZOL CAP 150 MG X 2  KIMICEG
NULL,7592616361017,LORATADINA TAB 10 MG X 10  KIMICEG
7592616362014,7592616362014,LORATADINA JBE X 60 ML  KIMICEG
7592616382012,7592616382012,METRONIDAZOL 500      MG X 10 TAB
8906085135595,7592616383019,METRONIDAZOL SUSP 250      MG X 120ML
7592616471013,7592616471013,SECNIDAZOL TAB 500      MG X 4 KIMICEG
7592616480015,7592616480015,SULFADIAZINA DE PLATA 1% CR 30 GR KIMICE
NULL,7592616576619,CARVERDILOL 6.25MG X 20 TAB KIMICEG
7592616576718,7592616576718,CARVEDILOL 6.25MG X30 TABL KIMICEG
7592616576909,7592616576909,TAMSULOSINA 0.4 X20TABL KIMICEG
7592616577029,7592616577029,VALSARTAN TAB 80      MG X 30 KIMICEG
7592616577098,7592616577098,TAMSULOSINA/DUTASTERIDE X30CAPS KIMICEG
NULL,7592616579016,DESLORATADINA JBE 2,5 MG X 60 ML KI
7592616583068,7592616583068,MUCOMAX PLUS 60ML
7592616584102,7592616584102,CLOCIM CLOTRIMAZOL CREMA X20GR KIMICEG
7592616584119,7592616584119,KETOMIZOL CREMA 2% X 15G
7592637005051,7592637005051,SOL RINGER LACTAT 500ML N.19BEHREN
7592637397149,7592637397149,REDUGRAS X 30 CAP BEHRENS
7592637397415,7592637397415,REHIDROSOL SOL S/FRESA X 600ML
7592637398443,7592637398443,REHIDROSOL SOL S/UVA X 600ML
7592637398528,7592637398528,REHIDROSOL SOL S/MANZANA X 600ML
7592637398535,7592637398535,REHIDROSOL SOL S/FRAMBRUESA X 600ML
7592710000072,7592710000072,CRANBERRY 500MG X30CAP
NULL,7592710000089,CRANBERRY 500 MG HERBAPLANT 30 CAP
NULL,7592710000201,ZABILA+LINAZA X 60 CAP WALIFE
7592710000454,7592710000454,CASTAÑO DE INDIAS HERBAPLANT
7592710000461,7592710000461,CENTELLA ASIATICA HERBA X60
7592710000478,7592710000478,CHANCA PIEDR 400      MG 60
7592710000560,7592710000560,ESCOBA DE CARNICERO TAB 5000       MG
7592710000720,7592710000720,MACA TAB 500      MG X 60 HERBAPLANT
7592710000751,7592710000751,ÑAME SALVAJE HERBPX 60
7592710000881,7592710000881,SULFATO DE GLUCOSAMINA 250        MG X
NULL,7592710000898,MUXR HERBAPL X 60
7592710000935,7592710000935,VENACARE 460      MG X 60 TAB
7592710001031,7592710001031,JAB SABE MIEL EUCALIPTO 180 ML
7592710001048,7592710001048,SABEMIEL JBE CEBOLLA MORADA 180 ml
7592710001055,7592710001055,JAB SABEMIEL SABILA JENGIBRE
7592710001062,7592710001062,SABEMIEL PLUS JBE 180ML
7592710001147,7592710001147,RESVEOXIL 400MG X60 CAP HERBAPLANT
7592710001253,7592710001253,JARABE BEUSAN PLUS TOS SECA 240ML
7592710001260,7592710001260,JBE BEUSAN C/MORADA 240 ML
7592710001277,7592710001277,BEUSAN JARABE EXPECTORANX24OML
7592710002205,7592710002205,HERBAKIDS JBE X180 ML PEDIATRICO
7592710002823,7592710002823,ECHINACEA CAPS X 60 WALIFE
7592710002885,7592710002885,ASHWAGANDHA 450MG X 60CAP HERBAPLANT
7592710003028,7592710003028,ASHWAGANDHA 450MG X60 CAPS BIOINFINITY
NULL,7592710003769,CARDO LECHOZO 370MG X 30CAP HERBAPLANT
7592710003813,7592710003813,CHANCA PIEDRA 400MG X30CAP HERBAPLANT
7592710003820,7592710003820,CENTELLA ASEATICA X30 CAP HERBAPLANT
7592710003837,7592710003837,COLA DE CABALLO 500MG X30 CAP HERBAPLANT
7592710004049,7592710004049,MUXER 500MG X30 CAP HERBAPLANT
7592710004063,7592710004063,ÑAME SALVAJE X30 CAP HERBAPLANT
NULL,7592710004100,PROSTAPLANT 500MG X 30 CAP
7592710004155,7592710004155,ZABILA X30 CAP HERBAPLANT
7592710004230,7592710004230,VENECARE 460MG X 30 CAP  HERBAPLANT
7592710004261,7592710004261,ZABILA/LINAZA X30 CAP HERBAPLANT
7592710004469,7592710004469,VALERINA/PASIFLORA X60 CAP WALIFE
7592710004506,7592710004506,CENTELLA ASIATICA X 60 CAP WALIFE
7592710004520,7592710004520,CASTAÑA DE INDIA X 60CAP WALIFE
7592710004568,7592710004568,COLAGENO 550MG X 60 CAP WALIFE
7592710005008,7592710005008,MAGNESIO LIFE (CITRATO DE MAGNESIO)X 60C
NULL,7592710005022,PROSTAROL  X 60 CAP WALIFE
7592710005046,7592710005046,VARITROL /CIRCULACION X60 CAP WALIFE
NULL,7592710005206,RIÑOHEPATOL X 60 CAP WALIFE
7592710005299,7592710005299,COLAGENO LIFE X60 CAP WALIFE
7592710005374,7592710005374,MAGNESIO PLUS LIFE X 60TAB
7592710005541,7592710005541,MULTIVITAMINICO/GINSENG 60 CAP HERBAPLAN
7592710005565,7592710005565,OMEGA 369 X 60 CAP HERBAPLANT
7592710005671,7592710005671,OMEGA3 1000MG X 60 CAP HERBAPLANT
7592710005923,7592710005923,RESVERATROL + NAD X60 CAP HERBAPLANT
7592730000014,7592730000014,BORIFOR CON MENTOL 60G
7592730778043,7592730778043,BORIFOR TALCO 35GR  R.R
7592782000307,7592782000307,FUGOLIN CREM VAG 1%X50GR 6 APLICA
7592782000536,7592782000536,FUGOLIN 1% ATOMIZAD X 30 ML VICENTI
7592782000680,7592782000680,FUGOLIN SOL 1G/100ML X30ML
7592782000734,7592782000734,NOVHEPAR JARABE B12 90ML
7592782000901,7592782000901,ALCOHOL AL70% 60ML SOLUCION  SPRAY
7592782001755,7592782001755,CODEBROMIL PLUS  JBE AD X 90 ML
7592785006849,7592785006849,ARNICA D30 GLOB X 8 GRS
7592785006856,7592785006856,ARNICA 7 CH GLOB X 8 GRS
7592803000019,7592803000019,ARZOMIDOL SUSP 200      MG /5ML X 15 M
7592803000521,7592803000521,FUNGOSIN TAB 100      MG X 6
7592803000798,7592803000798,NEMODINE COMR 30      MG X 20
NULL,7592803000989,VIZERUL COMPDO 150 MG X 10
7592803001153,7592803001153,VIZERUL COMPDO 75      MG X 10
7592803001313,7592803001313,NEMODINE COMR 90      MG X 10
7592803001320,7592803001320,DOLAK SL COMPDO 10      MG X 10 
NULL,7592803001603,CYNT COMR 20 MG X 20
7592803001610,7592803001610,CYNT COMR 40      MG X 10
7592803001801,7592803001801,CLOFEN SUSP PED 1.8      MG /ML X 60
7592803002358,7592803002358,ZOST COM 50      MG X 1
7592803002426,7592803002426,DOMPESIN SUS 1      MG /ML X 120 ML
7592803003898,7592803003898,INIBIL 40      MG X 14 TAB
7592803004024,7592803004024,VIZERUL 75 MG X 20 COMP DOLLER
7592803004116,7592803004116,CINAREN/CINNARIZINA 25X30 TABL DOLLDER
7592803004192,7592803004192,NOPUCID SHAMPOO  2 EN1 120ML DOLLDER
7592803004208,7592803004208,NOPUCID 2EN1LOCION EN 120ML DOLLDER
7592806114034,7592806114034,RONAVIT COMPLEJO B X3 AMP RONAVA
7592806125016,7592806125016,MILAX SUSP ORAL 120ML
7592806125023,7592806125023,MILAX SOLUION ORAL 50%X 180 ML
7592806133011,7592806133011,ALGOREN TAB 10      MG X 20
7592806133028,7592806133028,ALGOREN TAB 40      MG X 20 
75928061330280,75928061330280,ALGOREN TAB 40      MG X 20 
NULL,7592806133110,DECOBEL 0.5 MG X 30 RONAVA
7592806141016,7592806141016,BACITRACINA UNG X 15 GR     RONAVA
NULL,7592946000198,MELATONINA 3MG X 60 CAP ARCO IRIS
NULL,75930516,BOROCANFOR PVO X 60 GR
NULL,75930523,BOROCANFOR COOL PVO X 60 G
NULL,75930530,BOROCANFOR PVO X 120 GR
