codigo,codbarras,descrip1art
NULL,7598176000090,LOSARTAN P HIDROCLOROTIAZIDA 50-12,5MG
NULL,7598176000137,ALOPURINOL 100MG X 30 TAB ANGELUS
NULL,7598176000144,ROSUVASTATINA 20MG X 30 TAB ANGELUS
NULL,7598176000151,FLUOXETINA 20MG X 30 TAB ANGELUS
NULL,7598176000175,PREDNISOLONA 5MG X 30 TAB ANGELUS
NULL,7598176000205,BISOPROLOL 10MG X 30TAB ANGELLUS
NULL,7598176000212,DOMPERIDONA 10 MG X 30 TAB ANGELLUS
NULL,7598176000229,ITRACONAZOL 100MG X 10 TAB ANGELLUS
NULL,7598176000243,CARBAMAZEPINA 200MG X 30 TAB ANGELLUS
NULL,7598176000250,ATORVASTATINA 20 MG X 30 TAB ANGELUS
NULL,7598176000267,CARVEDILOL 12.5 MG X 30 TAB ANGELUS
NULL,7598176000281,FLAVOXATO CLOHIDRATO 200MG TAB ANGELUS
NULL,7598176000304,SITAGLIPINA50MG-METFORMI CLOHI 500MG ANG
NULL,7598176000311,METFORMINA 1 G X 30 TAB ANGELUS
NULL,7598176000335,GLIBENCLAMIDA 5 MG X 30 TAB ANGELLUS
NULL,7598176000359,AMLODIPINA-VALSARTAN 5MG-160MGX30 ANGELU
NULL,7598176000380,CEFADROXILO 50MG X 10 CAP ANGELUS
NULL,7598176000410,SULTAMICILINA 750 MG X 10 TAB ANGELUS
NULL,7598176000458,ETORICOXIB 60 MG X 10 TAB ANGELUS
NULL,7598176000465,ETORICOXIB - ARCOXIA 90MG X 10 TAB ANGEL
NULL,7598176000472,MELOXICAM 15MG X 10 TAB ANGELLUS
NULL,7598176000489,DIGOXINA 0.25 MG X 30 TAB ANGELUS
NULL,7598176000496,METFORMINA CLORHIDRATO 850MGX 30 TAB ANG
NULL,7598176000502,ATORVASTATINA 40MG X 30TAB ANGELUS
NULL,7598176000526,DEXKETOPROFENO 25MG X 15 TAB ANGELUS
NULL,7598176000533,DIACEREINA 50MG X 30TAB ANGELLUS
NULL,7598176000564,TIZANIDINA 2MG X 10 TAB ANGELLUS
NULL,7598176000618,DILTIAZEM 120 MG X 30TAB ANGELUS
NULL,7598176000625,DILTIAZEM 60 MG X 30 TAB ANGELUS
NULL,7598176000700,CLINDAMICINA 300MGX 10 CAP ANGELUS
NULL,7598176000717,LOSARTAN POTASICO 100MG X 30 TAB ANGELU
NULL,7598176000724,AMOXICILINA+ACID CLAV 250MG/5ML ANGELUS
NULL,7598176000786,CARBAMAZEPINA 400 MGX 30TAB ANGELUS
NULL,7598176000809,N-BUTILBROMURO DE HIOSCINA ANGELUS
NULL,7598176001110,MOTANEX/NAFAZOLINA GOTAS NASALES ANGELUS
NULL,7598176001134,OMEPRAZOL 20MG X 10 CAP ANGELUS
NULL,7598176001172,ETORICOXIB 120 MG X 10 TAB EZETIX ANGELU
NULL,7598176001189,METFORMINA 850MG/SITAGLIP50MG X 30 TAB
NULL,7598176001318,CLINDAMICINA 300MG X10 CAP ANGELUS
NULL,7598176001387,NEBIVOLOL 5MG X28 ANGELUS
NULL,7598176001394,NIFEDIPINA 30MG X 30 TAB LP ANGELUS
NULL,7598176001714,ITRACONAZOL 100MG X10CAP ANGELUS
NULL,7598252000037,TROBAMACINA 0.3% DEXAMETASONA 0.1%
NULL,7598252000082,ATORVASTATINA 40 MG X 30TAB DISTRILAB
NULL,7598252000143,DIOSMINA 450MG/ HESPER 50MG X 30TAB DIST
NULL,7598252000167,NITAZOXANIDA 500MG X10 TABL DISTRALAB
NULL,7598252000204,DEFALOX/CEFIXIMA 400MG X10 TABL DISTRALA
NULL,7598252000280,LECANIDIPINA 10MG X 10 TAB DISTRALAB
NULL,7598252000457,BULTIBROMURO HIOSCINA (DISCAPINA) 5MG/5M
NULL,7598252000471,DITOSXIL CARBOMETILCISTEINA 100MG/5ML
NULL,7598252000488,CEFADROXILO 250MG/5 ML SUSP X100ML DISTR
NULL,7598252000495,DIPROXIN CIPROFLOXACINA PED 250MG/5ML
NULL,7598252000501,DISFENAC(DICLOFE POTASICO)1.8MG/MLX120ML
NULL,7598252000822,FUROSEMIDA 20 MG X 1 AMP DISTRALA
NULL,7598252000983,DISFARCAINA LIDOCAINA CREMA 40 GR DISTRI
NULL,7598252001010,BACITRACINA 500UI CREMA X 20GR DISTRALAB
NULL,7598252001102,DISMEXINA BROMEXINA 8MG/5ML JBE X 120ML
NULL,7598252001133,DISTAMIN VITAMINA C JBE 200MG/5ML DISTRA
NULL,7598252001157,RANITIDINA 150MG/10ML(DIANITI) JBEX120ML
NULL,7598252001409,METFORMINA 850 MG X 30 DISTRILAB
NULL,7598252001416,ACICLOVIR SUSP 200MG/5ML (DISTRILAB)
NULL,7598252001423,ACICLOVIR 3MG X4.5GR OFTALMICO DISTRALA
NULL,7598252002130,NIFEDIPINA L.P 30MG 30 TABL DISTRILAB
NULL,7598252101048,METRONIDAZOL 500MG /100ML AMP I.V DISTRA
NULL,7598252101093,CEFOTAXIMA 1G AMP I.V/.I DISTRALAB
NULL,7598252101116,AZITROMICINA 500MG X 3 TAB DISTRALAB
NULL,7598252101123,CEFADROXILO 500 X10 DISTRILAB
NULL,7598252101154,AMOXICILINA 500MG X10 CAP DISTRALAB
NULL,7598252101284,METRONIDAZOL 500MG X10 DISTRALAB
NULL,7598252101291,METRONIDAZOL 250MG/5ML X 100 ML DISTRALA
NULL,7598252101345,ACICLOVIR CREMA 15% 10G  DISTRALAB
NULL,7598252101352,LEVOTIROXINA SODICA 100MG X 10 TAB DISTR
NULL,7598252101390,GENTAMICINA 0,3% GTA OTICAS OFTX10ML
NULL,7598252101444,TIMOLOL MALEATO 10ML
NULL,7598252101536,BROMURO FR IPRATROPIO INH 20MCG 200DOSIS
NULL,7598252101567,CEFTRIAXONA 1GR X1 AMP DISTRALAB
NULL,7598252101659,NIFEDIPINA 30MG X 30 TAB
NULL,7598252101673,VALSARTAN 160MGX30TABL DISTRALAB
NULL,7598252101697,RIVAROXABAN 20 MG X 30 TAB DISTRALAD
NULL,7598252101703,RIVAROXABAN 15MG CJX30 TAB DISTRALAD
NULL,7598252101710,CANDESARTAN 16MG X 30TAB DISTRALAB
NULL,7598252101819,CITICOLINA 500MG X 30 TAB DISTRILAB
NULL,7598252101826,LAX POLV SOLUCION ORAL POLIETILE 3350
NULL,7598307000708,OPTOAZ 0.05%SOL OFT AZELASTINA X 5ML
NULL,7598429001027,ACIDO FOLICO 5MG/ML X 30ML CAMBRIDGE
NULL,7598429002444,GENTAMICINA 0.3% UNGUENT CAMBRIGE
NULL,7598429002529,BROMEXINA 4MG/5ML X 100 ML CAMBRIDGE
NULL,7598429002598,IBERSARTAN 300 MG X 10 TAB CAMBRIGE
NULL,7598429002635,NIFEDIPINO 20MG X 20 TAB CAMBRIGE
NULL,7598429002758,VALSARTAN 80 MG X 20 TAB CAMBRIGE
NULL,7598429002789,MULTIVITAMINAS JBA PED X 100 ML CAMCRIDG
NULL,7598429002796,CIPROFLOXACINA 0.3%SOL OTICAX10ML CAMBRI
NULL,7598429002802,CIPROFLOXACINA 0.3% DEXAMETA0.1% CAMBRIG
NULL,7598429002918,TINIDAZOL 500MG X 10 TAB CAMBRIDGE
NULL,7598431000056,ALIVERIO BROM PIVANERIO100MG+SIMETK300MG
NULL,7598455000063,PREDNISOLONA 1% GOTAS OFT BIOPRED BIOGL
NULL,7598455000087,GOTAS ARTIFICIALES 0.3% X15 ML BIOGLASS
NULL,7598455000094,AMIKACINA 500MG/2ML
NULL,7598455000124,BIODET 5ML DORZOLAMINA2%+TIMOLOL 0.5%
NULL,7598455000384,TIOCOLCHICOSIDO 4MG 2ML X 10 AMP BIOGLAS
NULL,7598455000445,BIODINA BRIMONIDINA TARTRATO 0.2% 5ML BI
NULL,7598455000452,CARBOXIMETILCELULOSA1%(BIOMETHIL)GOT OFT
NULL,7598455000469,CIPROFLOXACINA/HIDROCORTISONA GOTA BIOGL
NULL,7598455000476,BIOCLAR NAFAZOLINA 0.12MG/ML GOT OFT
NULL,7598455000483,OLOPATADINA GOTAS BIOGLASS 5 ML
NULL,7598455000513,MOXIFLOXACINA +DEXAME (BIOXIDEX) GOT OFT
NULL,7598455000520,BIOTILOL TIMOLOL 0.5% P/V 10ML BIOGLASS
NULL,7598455000551,BISOPROLOL 1.25 MG X 30 TAB BIOGLASS
NULL,7598455000582,CEFIXIMA 100MG/5ML X60ML SUSP BIOGLAS
NULL,7598455000612,NEBIVOLOL 5MG X30TABL BIOGLAS
NULL,7598455000629,|NITAZOXANIDA 100MG/5MLPEDX30ML BIOGLASS
NULL,7598455000681,SIMETICONA 160MG/10 CAP BIOGLASS
NULL,7598455000704,BIOSPROMOL LATANOPROS/TIMOLOL  SOLUC OFT
NULL,7598455000711,LATANOPROST 0.005%  BIOROST 2.5ML
NULL,7598484000010,ACETAMINOFEN GOTAS
NULL,7598484000027,ACETAMINOFEN 120 MG 5ML QUIM FAR
NULL,7598484000034,BROMEXINA JARABE 4MG 120ML
NULL,7598484000041,BROMEXINA JARABE 8MG/5ML X 120 ADU
NULL,7598484000218,FANASAL GOTAS ADULTO
NULL,7598484000232,FANASAL PED 15ML QUIM-FAR
NULL,7598484000515,PIPERZAN JBE 120 ML
NULL,7598484000829,CLOP JAB 120ML
NULL,7598484000867,MUCOFAR JAB ADULTO 120ML
NULL,7598484000881,MUCOFAR JAB PED 120 ML
NULL,7598484001017,AMOXICILINA 500MG X8 QUIMFAR
NULL,7598484001031,CIPROFLOXACINA 500      MG X 10 TAB
NULL,7598484001147,OMEPRAZOL 20  MG X14 CAPS QUIN-FAR
NULL,7598484001154,AMLODIPINA 5 MG X 30 TAB QUIMIFAR
NULL,7598484001215,METFORMINA 500MG X 30TAB QUIM-FAR
NULL,7598484001222,AZITROMICINA 500 MG TAB QUIM-FAR
NULL,7598504265580,JABON DE GLICERINA GLYCERIN BARRA 100 GR
NULL,7598578000025,AMOXICILINA 500MG X 10CAPS
NULL,7598578000063,CARBAMAZEPINA 200MG X 20TAB
NULL,7598578000117,CLONEDEX CREMA 20GR
NULL,7598578000186,SULTAMICILINA 750mg X 10 TAB
NULL,7598578000209,VALSARTAN 160 MG X 20 TAB DAC
NULL,7598578000223,LOSARTAN POTASICO 50MG X 30TAB
NULL,7598578000247,IBUPROFENO-TIOCOLCHICOSIDO 600MG-4MG 10
NULL,7598578000254,ATORVASTATINA 40MG X 30 TAB DAC
NULL,7598578000308,TIOCOLCHICOSIDO TAB 4 MG DAC55
NULL,7598578000360,CLONAZEPAM 2 MG X 30 TAB DAC
NULL,7598578000384,ACETAMINOF-TRAMADOL 325MG-37.5MG X30 TAB
NULL,7598578000391,ALPRAZOLAM 1 MG X 30 TAB DAC
NULL,7598578000407,ALPRAZOLAM 2MG X 30 TAB DAC
NULL,7598578000438,NITAZOXANIDA 500MG X 10 TAB DAC
NULL,7598578000452,CETIRIZINA 10MG X 10 TAB DAC
NULL,7598578000469,BACITRACINA 500 UI/g UNGUENTO
NULL,7598578000506,CLONEDACFEET (BIFONAZOL 1%)
NULL,7598578000520,GYNO CLONEDAC CREMA VAGINAL 6 APLIC
NULL,7598578000582,MUPIROCINA 2% UNGUENTO 30G DAC
NULL,7598578000599,TRIMEBUTINA 200MG X 10 TAB DAC
NULL,7598578000605,CLOPIDOGREL 75MG X 30 TAB DAC
NULL,7598578000612,CLONEDAC BABY 90GR DAC
NULL,7598578000629,AZITROMICINA 200M/5ML SUSP DAC
NULL,7598578000636,ESOMEPRAZOL  40MG X 20 ACP DAC
NULL,7598578000667,AMOXICILINA A/CLAVULANICO 600MG-42,9 PED
NULL,7598578000674,TAMSULOSINA 0.4MG X 30TAB DAC
NULL,7598578000698,NITAZOXADINA SUSP 100MG/5ML DAC
NULL,7598578000704,CEFIXIMA SUSP 100 MG/5ML DAC
NULL,7598578000711,CEFADROXILO 250MG/5ML SUP
NULL,7598578000759,AMOXICILINA 250MG/5ML EN 60ML DAC
NULL,7598582000011,CLINDAMICINA 1* X15 GR GEL TOPICO
NULL,7598582000042,BISOPROLOL /FUMARATO 2.5 MG X20 SPEFAR
NULL,7598650000189,BROMURO IPATROPIO + FENOTEROL BROMOHIDRA
NULL,7598650000530,OMEPRAZOL 40 MG X 10 CAP
NULL,7598650000660,CEFAZOLINA SODICA 0.5 GR JL PHARMA
NULL,7598650000677,AMOXICILINA/AC CLAVU 500MG/125MG PHARMA
NULL,7598658000136,FUXAL/NITROFURAZONA X 100MG GREENPHARMA
NULL,7598677000025,BETAMETASONA 0.05 CREMA 20G CLEO
NULL,7598677000032,DOXICILINA 100 MG X 10 CAP CLEO
NULL,7598677000056,HALOPERIDOL 5MG X 30 TAB CLEO
NULL,7598677000063,SERTRALINA 50MG X 30TAB CLEO
NULL,7598677000070,ONDANSETRON 8 MG X 10 TAB CLEO
NULL,7598677000087,OXCARBAMAZEPINA 300MG X 30 TAB
NULL,7598677000094,CLOUSAN LEVETIRACETAM 500MG 30 TAB
NULL,7598677000100,TRIMEDUTINA 200 MG X 10 TAB CLEO
NULL,7598677000117,PROGESTERONA 200MG X 30 TABL CLEO
NULL,7598677000193,MIRTAZAPINA 15MG X 30 TAB CLEO
NULL,7598677000230,KAZEPINA CEFIXIMA 400MG X10 TABL CLEO
NULL,7598677000292,SUCRALFATO 1GR X 10 TAB CLEO
NULL,7598677000315,ESCITALOPRAM 10MG X 30 TAB CLEO
NULL,7598677000346,DICLOFENA SODICO 0.1% GOTAS OFT X 5ML
NULL,7598677000353,PAROXETINA 20 MG X 30 TAB CLEO
NULL,7598677000384,CLOZAPINA 100MG X 30 TAB CLEO
NULL,7598677000391,CILOSTAZOL 50 MG X 30 TAB CLEO
NULL,7598677000407,OLANZAPINA 5 MG X 30 TAB CLEO
NULL,7598677000414,ESCITALOPRAM 5 MG X 30 TAB CLEO PHARMA
NULL,7598677000490,MIRTAZAPINA 30MG X 30TAB
NULL,7598677000506,NITROFURANTOINA 50 MG X10 CLEO
NULL,7598677000513,QUETIAPINA 25      MG X 30 CLEO 
NULL,7598677000520,TRIMEBUTINA MALEATO 300MG X 10 TAB CLEO
NULL,7598677000537,CLOUSAN LEVETIRACETAM 1000MGX 30TAB CLEO
NULL,7598677000605,CEFIXIMA 400MG X5 TABL CLEOPHARMA
NULL,7598677000711,CILOSTAZOL 100MG X30 MG CLEO
NULL,7598756325698,ARANDANO NEGRO 400MGX60TAB FITOSANA
NULL,7598800000052,PREGABALINA 75 MG  X 20 CAPSULA
NULL,7598800000076,ESOMEPRAZOL 40 MG X 20 TAB JD PHARMA
NULL,7598800000137,AMOXICILINA875MG ACIDO CLAVUL125MG JDPHA
NULL,7598800000229,OXCARBAZEPINA 300MG X 30 TAB JD PHARMA
NULL,7598813000186,ATORVASTATINA 40MG X10 MM
NULL,7598813000421,DESLORATADINA 5MG X10 TABL MM
NULL,7598828000867,ATORVASTATINA 20 MG X 30 TAB GLAFF
NULL,7598828000874,AZITROMICINA 500MG X 3TABL GLAFF
NULL,7598828000911,CLOPIDOGREL 75 MG X 30TAB GLAFF
NULL,7598828001062,BISOPROLOL 5MG X 30 TAB GLAFF
NULL,7598828001086,CETIRIZINA 10MG X 10 TAB GLAFF
NULL,7598828001093,PREGABALINA 75 MG X 20 CAO GLAFF
NULL,7598828001109,PREGABALINA 150 MG 20 CAP GLAFF
NULL,7598833000487,RIVAROXABAN 20MG X 30TAB  VERMA
NULL,7598833000685,PREGABALINA 75 MG X14 CAP
NULL,7598852000505,OMEPRUNI 40MG X1 AMP OMEPRAZOL UNIPHARMA
NULL,7598852000802,FLAVOXATO 200MG X20TBL UNIPHARMA
NULL,7598852001335,TOPICTUNI TOPIRAMATO 50MG X 10 TAB
NULL,7598852001656,CEFALEXINA 250MG/5ML SUSP X60ML UNIPHARM
NULL,7598852001687,METILDOPA 250 MG X30 UNIPHARMA
NULL,7598852001694,NISTATINA SUSP ORAL 100.000UI/ML X 30 ML
NULL,7598869000109,ATORVASTATINA 40MG X 30TAB NIO PHARMACEU
NULL,7598869000116,ATORVASTATINA 20 MG X 30TAB NIO PHARMA
NULL,7598869000185,MELOXICAN 7.5MG X 10 TAB NIO PHARMACEUTI
NULL,7598869000307,CLINDAMICINA 300 MG NIO PHARMACEUTICA
NULL,7598869000468,FEXOFENADINA 120 MG X 10 TAB NIO
NULL,7598869000567,NIFEDIPINA LP 20MG X30 TABL NIO
NULL,7598869002042,HIOSCHINA N-BUTILBROMURO10MG X 10TAB NIO
NULL,7598869002110,CINARIZINA 25 MG X 20 TAB NIO PHARMACEUT
NULL,7598869002134,METRONIDAZOL 500 MG X 10 TAB
NULL,7598869002172,QUEATIAPINA 25 MG X 30 TAB
NULL,7598869002219,SERTRALINA 50MG X 10TAB NIO PHARMACEUTIC
NULL,7598981000469,ATENOLOL 100MG X30 TABL JMW
NULL,7598981001060,RIFAXIMINA 200MG X 30TABL JMW
NULL,7598981001657,LAMOTRIGINA 50MG X 30 TAB GEMA
NULL,7598981002470,ATORVASTATINA 40 MG X30 TABL JMW
NULL,7598981002609,METFORMINA 500 MG X 60 TAB JMW
NULL,7599028000794,COLAGENO HIDROLIZADO 400MG X30 CAP LYA
NULL,7599043000243,MELATONINA CON VIT B6 X 30CAP FARVIT
NULL,7599111000182,GEL CORPORAL ARNICA
NULL,7599111000199,GEL CORPORAL ARNICA  ROLL-ON
NULL,7599112000013,CLOPTAN 75MG X30 TABL CLOPIDOGREL ZORIAK
NULL,7599112000099,PREGATAN/PREGABALINA 75MG X30 ZORIAK
NULL,7599112000105,TAMSUPROS 4MG X30 TAMSULOSINA ZORIA
NULL,7599112000150,ROSUTAN 10MG X30ROSUVASTATINA ZORIAK
NULL,7599112000235,CLORTIDEN/CLORTALIDONA 12.5 MG X30 TABL
NULL,7599112000334,BITRILA 50MG/SACUBITRILO/VALSARTAN X30
NULL,7599513000117,VALACICLOVIR 1000MGX 10 TAB VINCENTI
NULL,7599608000497,ATENOLOL 50MG X 30 TAB ZUZU
NULL,7599608000992,CLOTRIMAZOL 1% CREMA ZUZU
NULL,7599608001258,ESOMEPRAZOL 20MG X20 CAP ZUZU
NULL,7599608001487,TIPOFREN TABL /IBUPROFENO-TIOCOL 600/4MG
NULL,7599608001814,LOSARTAN POTASICO 50MG X 30 TAB ZUZU
NULL,7599608002620,VANCOMICINA 1 G AMP I.V. ZUZU
NULL,7599608002781,LIDOCAINA AL 2% 50ML ZUZU
NULL,7599608003412,OMEPRAZOL 40MG AMP IV POLVO X 1
NULL,7599608003429,PREDNISOLONA 3MG/ML X 60 ML ZUZU
NULL,7599608003726,DISPERID DIOSMINA/HESPERIDINA 450-50MG
NULL,7599700000067,ARANDANO ROJO X60TABL FITOSANA
NULL,7599700000234,CITRATO DE POTASIO 60TABL FITTOSANA
NULL,7599700000340,GLUCOSAMINA/CONDROITINA 60TABL FITTOSANA
NULL,7599700000357,GLUCOSAMINA X 60 TAB
NULL,7599704000209,CIPROFLOXACINA 500MG X10 TABL BIO VENEZ
NULL,7599704000223,METRONIDAZOL 500MG X 10 TAB BIO VENEZUEL
NULL,7599762000241,CLORURO DE SODIO 0.9% 500 ML
NULL,7599794000042,(BIOTELMIC)-TELMISARTAN 80 MGX30
NULL,7599895000026,HYDREC/HIDROCORTISONA 500MG X1 AMP ACEC
NULL,7599910792516,MINOXIDIL 5% X 60ML SGG
NULL,7599910793599,MUPIROCIN 2 X15 GR UNGUENTO SGG
NULL,764451895423,TIOCOLCHICOSIDO 4MG X 2ML GLOBAL MEDIC
NULL,769229220612,VIAJESAN TAB 50 MG X 10
NULL,769503927770,CIPROFLOXACINA 200MG/100ML AMP I.V. GAMA
NULL,7702184020388,FEXOFENADINA 30MG/5ML EM 150ML ECAR
NULL,7702184590010,BISACODILO(FARMALA) 5MG X 10 TAB ECAR
NULL,7702184590096,FARMALAX BISACODILO 5 MG BLISTER ECAR
NULL,7702605102617,TINIDAZOL 1 GR GENFAR X 4 TAB
NULL,7702605103652,SULFADIAZINA DE PLATA 1% CREMA GENFAR
NULL,7702605108626,CIPROFIBRATO 100 MG X 20 TAB GENFAR
NULL,7702661341265,CREMA CERO CALENDULA Y VIT E 30 GR
NULL,7702661343061,CREMA CERO CALENDULA Y VIT E 50 GR
NULL,7703038040293,ACETAMINOFEN TAB 500      MG X 10
NULL,7703038045519,NIMESULIDE 100      MG X 10 TAB LAPROF
NULL,7703038061045,LORATADINA JARABE
NULL,7703038065616,SALBUTAMOL JARABE120ML
NULL,7703038065630,ACETAMINOFEN JAB CEREZA 90L
NULL,7703038065685,CLOTRIMAZOL 1% 40GR CREMA
NULL,7703038943150,MOMETASONA FUROATO 0.1% LA PROFF
NULL,7703153013059,COMPLEJO B AMP 2ML X 3 COLMED
NULL,7703153019914,SECNIDAZOL TAB 1GRX2 COLMED
NULL,7703153020064,AMBROXOL JBE PED 15MG/5MLX120ML COL
NULL,7703153020071,AMBROXOL JBE 30MG/5MLX120ML COLMED
NULL,7703153020330,ORLISTAT 120MG X 30 CAP COLMED INCONTINE
NULL,7703153020354,FLUCONAZOL TAB 150      MG X 2 COLMED
NULL,7703153028053,ADELLA 21 COMP
NULL,7703153034726,PANTOPRAZOL 20  MG X 10 TAB COLMED
NULL,7703153037512,ALBISEC CAP X 12
NULL,7703281008422,DERMACORTINE LOC 0.1% X 30ML
NULL,7703333007007,BETARRETIN LOC AL 0,05% X 60 ML
NULL,7703712010895,DOLICO GRIP NOCHE (SOBRES) COASPHARMA
NULL,7703712030091,ANTIACIDO X150 ML SUSP ORAL
NULL,7703712030152,AZITROMICINA PVO 200MG/X 15ML
NULL,7703712030206,AZITROMICINA 500MG X 3 TAB
NULL,7703712030237,DICLOFENACO GEL 1% COASPHARMA
NULL,7703712030367,KETOCONAZOL 200 MG X 10 TAB COASPHARMA
NULL,7703712030459,NAPROXENO 250MG X 10 TAB COASPHARMA
NULL,7703712030527,IBUPROFEN SUSP PED 100MG/5 X 120ML
NULL,7703712030695,CLOFENIRAMINA MALEATO 4MG X 20TAB COASPH
NULL,7703712030701,MEBENDAZOL 100ML/5ML COASPHARMA
NULL,7703712030787,SILDENAFILO 50MG X 2
NULL,7703712030855,GLIBENCLAMIDA 5MG X 30 TAB COASPHARMA
NULL,7703712030930,PIROXICAM 20MG X10 CAP COASPHARMA
NULL,7703712030992,CLOTRIMAZOL CREMA VAGINAL 40G 1 %
NULL,7703712031067,TINIDAZOL 500 MG X 8 TAB COASPHARMA
NULL,7703712031388,NISTATINA 1000.000 IU/MLSUSPX60ML COASPH
NULL,7703712031456,METRONIDAZOL 250MG/5ML SUSP X 120ML COAS
NULL,7703712031463,PROPRANOLOL 40MG X10 TAB
NULL,7703712031661,FLUOXETINA 20MGX14TAB COASPHARMA
NULL,7703712031722,TRIMEBUTINA MALEATO 200MG X 20 TAB COASP
NULL,7703712031784,LORATADINA 10MG X 10 TAB COASPHARMA
NULL,7703712031906,ACICLOVIR 15 G 5% GENERICOS COASPHARMA
NULL,7703712032019,HIOSCINA N-BUTILBROMURO
NULL,7703712032439,CLARITROMICINA SUSP 250MG 5ML COASPHARMA
NULL,7703712032538,CLOTRIMAZOL CREMA TOPICA 40GR
NULL,7703712032552,DOXICICLINA 100MGX 10CAP COASPHARMA
NULL,7703712032620,FLUCONAZOL 200 MG X5 CAP COASPHARMA
NULL,7703712032705,FLUNARIZINA 10MG X 20 TAB COASPHARMA
NULL,7703712033061,METOCLOPRAMIDA 4MG/ML 30ML COASPHARMA
NULL,7703712033252,LORATADINA 1MG/ML JBEX120 COASPHARMA
NULL,7703712033344,AMOXICILINA 250MG/5ML X 100ML COASPHARMA
NULL,7703712033405,ALBENDAZOL 200 X 2 TAB
NULL,7703712033412,ALBENDAZOL 4% 10 ML COASPHARMA
NULL,7703712034204,SECNIDAZOL 1 G X 2 TAB QUALITYMED
NULL,7703712034631,DESLORATADINA 5 MG X 10 TAB
NULL,7703712034679,HIDROCORTIZONA 1%X 15G COASPHARMA
NULL,7703712034693,LOSARTAN POTASICO 50MG X 30 TAB
NULL,7703712035034,SULFADIAZINA DE PLATA CREMA COASPHARMA
NULL,7703712035256,ACICLOVIR 800 MG X 10 TAB QUALITIMED
NULL,7703712035454,ACETAMINOFEN JAB 150MG/5ML X 90ML COASPH
NULL,7703712035485,ANTI ACIDO SUSP ORAL 360ML
NULL,7703712035768,DESLORATADINA 0.05%SOL ORAL 60ML COASPHA
NULL,7703712036055,NITAZOXANIDA 500MG X 6 TAB COASPHARMA
NULL,7703712036178,ACETAMINOFEN DOLINFAR 100MG/ML 30ML COAS
NULL,7703712036499,NAPROXENO 500MG X10 TABL COASPHARMA
NULL,7703712130531,PREDNISOLONA 5      MG X 15
NULL,7703763000999,TIDOR DORZOLAMINA2%TIMOLOL 0.5% PHARMATI
NULL,7703763050901,ROSUVASTATINA 10MG X30 TABL LA SANTE
NULL,7703763070282,AMOXICILINA TAB 500      MG X 12 ELTER
NULL,7703763070299,AMOXICILINA TAB 500      MG X 6  ELTER
NULL,7703763100194,CAPTOPRIL TAB 25      MG X 20  ELTER
NULL,7703763190164,SERTRALINA TAB 50      MG X 10 ELTER
NULL,7703763190270,LOSARTAN POT+HIDRO 50/12,5 X 15 ELTER
NULL,7703763222896,TADALAFILO 20 MG TAB LA SANTE
NULL,7703763268863,CIPROFIBRATO 100MG X30TABL LA SANTE
NULL,7703763301133,CIPROFLOXACINA 500       MG X6 TAB LAS
NULL,77037633011330,CIPROFLOXACINA 500      MG X 6
NULL,7703763324019,CLOPIDOGREL COM 75 MG X 14 ELTER
NULL,7703763341092,VALSARTAN+HIDROCLOT TAB 80/12,5X14
NULL,7703763363063,LEPRIT TAB 25 MG X 30
NULL,7703763393053,DESLORATADINA JBE PED 2,5/5 ML X60
NULL,7703763399871,ROSUVASTATINA 20MG X 30 TABL LA SANTE
NULL,7703763478682,OLANZATIQUE (OLANZAPINA) 5MG X 14 TAB
NULL,7703763515547,ESCITALOPRAM 20MG X 30 TAB LA SANTE
NULL,7703763521623,ESCITALOPRAM 10 MG X 30 TAB LA SANTE
NULL,7703763576586,CARVEDILOL 12.5MG X30 LA SANTE
NULL,7703763631117,FEXOFENADINA 120      MG X 10 TAB ELTE
NULL,7703763638208,RIXIGAL/RIFAXIMINA 100MG/ML PHARMETIQUE
NULL,7703763641000,TERBINAFINA 250MG X 14 TAB LA SANTE
NULL,7703763660131,CLARITROMICINA TAB 500        MG X10 E
NULL,7703763672240,MINOXIDIL 5 X60ML PHARMETIQUE
NULL,7703763700219,AZITROMICINA 500      MG X 5 TAB ELTER
NULL,7703763712724,CARVEDILOL 6,25MG X 30 TAB ELTER
NULL,7703763752089,VIT C 500      MG TAB MAST LA SANTE (P
NULL,7703763861002,BUMETIN RETARD TAB 300MG X 20
NULL,7703763875993,AMPICILINA 250      MG /5ML X 60ML LA
NULL,7703763895779,ROSUVASTATINA 20MG X10 TABL LA SANTE
NULL,7705959003609,CARBIDOPA LEVODOPA 25MG-250MG X 30TAB GE
NULL,7706569001160,CEFALEXINA 250MG/5ML SUSP X 60ML AG MEDI
NULL,7706569001450,NAPROXENO 500MG X 10 TABL AG
NULL,7707184161420,CLOTRIMAZOL 1% CREMA VAGINAL FARMIONNI
NULL,7707236120450,AMPICILINA AMP 1 G VITALIS
NULL,7707236123291,CEFEPIMA AMP 1 G VITALIS
NULL,7707236127503,HIDROCORTIZONA 500MG AMP
NULL,7707274721206,SACRUSYT SALBUTAMOL INH 200 DOSIS
NULL,7707355050232,DESONIDA CREMA 0,05%
NULL,7707355050249,DESONIDA CREMA 0,1% 15GR
NULL,7707355054186,TIROXIN 100MCG X 50 SIEGFRIED
NULL,7707355054230,TIROXIN 50MCG X 50 SIEGFRIED
NULL,7707355054346,NOXPIRIN NOCHE 10GR
